EVTDESC71000;A group of Masterless Warriors have come to visit [Root.PrimaryTitle.GetName]. [Root.job_chancellor.GetTitledFirstName] has met with them, and ask for my reply.;;;;;;;;;;;;;x
EVTOPTA71000;Welcome them with a lavish feast!;;;;;;;;;;;;;x
EVTOPTB71000;Welcome them reluctantly...;;;;;;;;;;;;;x
EVTOPTC71000;Refuse them Access!;;;;;;;;;;;;;x
#EVTDESC71001;The Masterless Warriors have participated in a minor tournament together with in our warriors in [Root.Location.GetName]. Sadly, one of those landless vagabonds have been severly injured.;;;;;;;;;;;;;x
EVTOPTA71001;Pay for some medication, and send them on their way;;;;;;;;;;;;;x
EVTOPTB71001;Allow them to stay at the mansion while he recovers.;;;;;;;;;;;;;x
EVTDESC71002;A young Masterless Warrior has distinguished himself quite nicely in the time he has been at our mansion.;;;;;;;;;;;;;x
EVTOPTA71002;Take him into our service!;;;;;;;;;;;;;x
EVTOPTB71002;Lavish him with praise!;;;;;;;;;;;;;x
EVTDESC71003;A member of our court has taken great offense at the behavior of the rough uncut Masterless Warriors visiting our mansion. He almost demands that we should execute the vagrants.;;;;;;;;;;;;;x die auf Besuch in unserer Burg sind. Er geht fast so weit
EVTOPTA71003;Throw the Masterless Warriors out of the mansion!;;;;;;;;;;;;;x
EVTOPTB71003;Ignore the complaints...;;;;;;;;;;;;;x
EVTDESC71004;A young woman has been seduced by one of the Masterless Warriors. This seems to have some unforeseen consequences.;;;;;;;;;;;;;x ce qui n’est pas sans conséquences.;Einer der fahrenden Ritter hat eine junge Frau verführt. Dies scheint einige unvorhersehbare Konsequenzen zu haben.;;Una joven ha sido seducida por un caballero errante. Esto parece tener consecuencias imprevistas.;;;;;;;;;x
EVTOPTA71004;Let them both stay at court.;;;;;;;;;;;;;x
EVTOPTB71004;The dungeon is a nice place for that 'warrior'.;;;;;;;;;;;;;x
EVTDESC71005;The Masterless Warriors are ready to depart our mansion and ride forth to another lord's domain.;;;;;;;;;;;;;x unsere Burg zu verlassen und in die Domäne eines anderen Fürsten zu reiten.;;Los caballeros errantes están listos para salir de nuestro castillo y cabalgar al dominio de otro señor.;;;;;;;;;x
EVTOPTA71005;Give them a farewell feast!;;;;;;;;;;;;;x
EVTOPTB71005;Let them leave quietly.;;;;;;;;;;;;;x
EVTDESC71006;[Root.job_marshal.GetTitledFirstName] has arrested an armed man with ragged armor and a spotty horse. [Root.job_marshal.GetSheHeCap] says that the man claims to be a Masterless Warrior, but clearly does not believe that statement.;;;;;;;;;;;;;x
EVTOPTA71006;Order the Masterless Warrior released.;;;;;;;;;;;;;x
EVTOPTB71006;That is clearly a bandit..;;;;;;;;;;;;;x
EVTDESC73000;A famous writer proposes to compose your family chronicles.;;;;;;;;;;;;;x
EVTOPTA73000;Give him patronage;;;;;;;;;;;;;x
EVTOPTB73000;Ignore him;;;;;;;;;;;;;x
#EVTDESC73001;Your young wife takes a passion for romantic poetry. She keeps reading any sort of romantic poetry she can get hold of.;Votre jeune épouse se passionne pour la poésie romantique. Elle passe son temps à lire tous les recueils qu’elle trouve.;Eure junge Frau hat ein Faible für romantische Gedichte. Sie liest davon so viel sie nur kann.;;A tu joven esposa le apasiona la poesía romántica. Lee cualquier poesía romántica que cae en sus manos.;;;;;;;;;x,
#EVTOPTA73001;Help her, by getting her more to read.;Vous l’encouragez sur cette voie en lui fournissant davantage de lecture.;Sie soll noch mehr Gedichte bekommen.;;Ayúdala y llévale más poesías.;;;;;;;;;x
EVTOPTB73001;That is her interests, not mine.;;;;;;;;;;;;;x
EVTDESC73002;His Imperial Majesty wants to raise a grand palace as a demonstration of the Empire's majesty.;;;;;;;;;;;;;x
EVTOPTA73002;It is for the glory of my Emperor!;;;;;;;;;;;;;x
EVTOPTB73002;If the Emperor wants it, the Emperor can pay for it..;;;;;;;;;;;;;x
#Censorship
EVTOPTC_SOA_4122;Lift the censorship on [From.Holder.TopLiege.GetTitledFirstName];;;;;;;;;;;;;x
EVTTOOLTIP_SOA_4125;The censorship is lifted from [This.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC_SOA_4125;[From.GetPossPronounCap] the [From.PrimaryTitle.GetRulerTitle] has lifted my censorship in gratitude for my eradication of the heretics in [FromFrom.GetName].;;;;;;;;;;;;;x
EVTDESC39252;An emissary comes from [From.GetBestName], with hopes of repenting [From.GetHerHis] sins. While [From.GetSheHe] has committed some very grave sins, this shows sincere regret and I will lift his censorship.;;;;;;;;;;;;;x
EVTOPTA39252;Lift [From.GetHerHis] censorship.;;;;;;;;;;;;;x
EVTDESC39253;The Emperor has agreed to lift the censorship against me!;;;;;;;;;;;;;x
#Crusade,
EVTNAME200;[Root.Religion.GetCrusadeName] for [From.GetBaseName]!;[Root.Religion.GetCrusadeName] pour [From.GetBaseName]!;[Root.Religion.GetCrusadeName] für [From.GetBaseName]!;;¡[Root.Religion.GetCrusadeName] por [From.GetBaseName]!;;;;;;;;;x,
EVTDESC200;His Holiness, [Root.GetTitledFirstName], has been swayed by the cries for help from the people in the [From.GetFullName]. He urges all able-bodied men to take up arms against the evil [New.GetTitledName] in order to secure [From.GetName] from the clutches of the rebels.\n\n Heaven will grant us victory!;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC201;His Holiness, [Root.GetTitledFirstName], is worried about the state of the government in the [From.GetFullBaseName]. The heretics under [New.GetTitledName] have no love for the people and must be restored to Confucianism. Arrest these [New.Religion.GetName] pedants!;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTDESC321;The [From.GetFullBaseName] is afflicted with the scourge of Heresy. His Holiness, [Root.GetTitledFirstName], has decided that the impure [New.GetTitledName] and [New.GetPossPronoun] followers must be stamped out before their evil stain spread further!;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTOPTA200;Wan sui!;;;;;;;;;;;;;x
EVTOPTB200;That's no concern of ours...;Cela ne nous regarde pas...;Das geht uns nichts an...;;Eso no es asunto nuestro…;;;;;;;;;x,
EVTOPTC200;Foolish rebels!;;;;;;;;;;;;;x
EVTOPTD200;To Arms!;Aux armes !;Zu den Waffen!;;¡A las armas!;;;;;;;;;x,
EVTOPTE200;What Terrible News!;Quelle terrible nouvelle !;Welch schreckliche Nachrichten!;;¡Qué terribles noticias!;;;;;;;;;x,
EVTDESC320;The great [Root.Religion.GetName] [Root.GetTitledFirstName] has decided to call a Jihad against the Kafirs in the [From.GetFullBaseName]. He urges all righteous [Root.Religion.GetName] Muslims to take up arms against the depraved [New.GetTitledName] for the glory of Islam.\n\n Allah is merciful!;Le grand [Root.Religion.GetName] [Root.GetTitledFirstName] a décidé d'en appeler au Jihad contre les Kafirs de [From.GetFullBaseName]. Il presse tous les musulmans [Root.Religion.GetName] vertueux de prendre les armes contre le dépravé [New.GetTitledName] pour la gloire de l'Islam.\n\n Allah est miséricordieux ! ;Der große [Root.Religion.GetName] [Root.GetTitledFirstName] hat beschlossen, einen Jihad gegen die Giauren in [From.GetFullBaseName] auszurufen. Er ruft alle rechtschaffenen [Root.Religion.GetName] Muslime zu den Waffen, um gegen die verdorbenen [New.GetTitledName] für den Ruhm des Islam ins Feld zu ziehen.\n\n Allah ist barmherzig!;;El gran [Root.GetTitledFirstName] [Root.Religion.GetName] ha decidido convocar una Yihada contra los Kafires en el [From.GetFullBaseName]. Insta a todos los justos Musulmanes [Root.Religion.GetName] a tomar las armas contra los depravados [New.GetTitledName] por la gloria del Islam.\n\n ¡Alá es misericordioso!;;;;;;;;;x,,,,,,,,,,,,,
EVTOPTA320;Zhi ming!;;;;;;;;;;;;;x
EVTDESC322;The [Root.Religion.GetName] [Root.GetTitledFirstName] has decided to declare holy war against [From.GetFullBaseName]. He urges all righteous [Root.Religion.GetName] Taoists to partake in the righteous struggle against [New.GetTitledName] for the Way of Peace.\n\n Long live the Yellow Dragon!;;;;;;;;;;;;;x
EVTDESC323;The most righteous [Root.Religion.GetName] [Root.GetTitledFirstName] is deeply concerned with the straying people of the [From.GetFullBaseName], many of whom barely deserve being called Confucians. He urges all true ([Root.Religion.GetName]) Confucians to aid in the struggle against the heretic [New.GetTitledName] for the glory of Heaven.\n\n Wan sui!;;;;;;;;;;;;;x
EVTDESC324;The mighty [Root.GetTitledFirstName] has decided that it is time to teach [New.GetTitledName] and the followers of the falling blue sky a lesson. All free [Root.Religion.GetName] men are invited to partake in the scouring of the [From.GetFullBaseName]!\n\n Long live the Yellow Dragon!;;;;;;;;;;;;;x
EVTOPTA324;For [Root.Religion.GetRandomGodName]!;Pour [Root.Religion.GetRandomGodName] !;Für [Root.Religion.GetRandomGodName]!;;¡Por [Root.Religion.GetRandomGodName]!;;;;;;;;;x,
EVTDESC325;[Root.GetTitledFirstName] has had a vision from [Root.Religion.GetRandomGodName], ordering [Root.GetObjectPronoun] to declare a great [Root.Religion.GetCrusadeName] on [New.GetTitledName] and the cawing followers of the mad Arab. All free [Root.Religion.GetName] men are invited to feast in their holy places!\n\n [Root.Religion.GetRandomGodNameCap] is mighty!;[Root.GetTitledFirstName] a eu une vision de [Root.Religion.GetRandomGodName], lui ordonnant de déclarer une grande [Root.Religion.GetCrusadeName] contre [New.GetTitledName] et les bruyants disciples de l'Arabe dément. Tous les hommes libres de [Root.Religion.GetName] sont invités à festoyer dans leurs lieux saints !\n\n[Root.Religion.GetRandomGodNameCap] est grand !;[Root.GetTitledFirstName] hatte eine Vision von [Root.Religion.GetRandomGodName], in der [Root.GetObjectPronoun] befohlen wurde, einen großen [Root.Religion.GetCrusadeName] gegen [New.GetTitledName] und die krächzenden Gefolgsleute des verrückten Arabers zu erklären. Alle freien [Root.Religion.GetName] Männer sind aufgerufen, an ihren heiligen Stätten zu schmausen!\n\n [Root.Religion.GetRandomGodNameCap] ist mächtig!;;[Root.GetTitledFirstName] ha tenido una visión de [Root.Religion.GetRandomGodName], ordenando a [Root.GetObjectPronoun] a declarar una gran [Root.Religion.GetCrusadeName] en [New.GetTitledName] y los ruidosos seguidores del Árabe loco. ¡Todos los hombres [Root.Religion.GetName] libres están invitados a celebrar en sus lugares sagrados!\n\n ¡[Root.Religion.GetRandomGodNameCap] es poderoso!;;;;;;;;;x,,,,,,,,,
EVTDESC326;The omens are clear - [Root.GetTitledFirstName] has declared [Root.Religion.GetCrusadeName] on [New.GetTitledName] and the followers of [New.Religion.GetRandomGodName] in the [From.GetFullBaseName]! All free [Root.Religion.GetName] men are encouraged to aid in the conquest of their holy places!\n\n [Root.Religion.GetRandomGodNameCap] will strike down their '[New.Religion.GetRandomGodName]'!;Les présages sont clairs : [Root.GetTitledFirstName] a déclaré une [Root.Religion.GetCrusadeName] à [From.GetFullBaseName] contre [New.GetTitledName] et les disciples de [New.Religion.GetRandomGodName] ! Tous les hommes libres de [Root.Religion.GetName] sont encouragés à se joindre à la reconquête de leurs lieux saints !\n\n [Root.Religion.GetRandomGodNameCap] renversera [New.Religion.GetRandomGodName] !;Die Zeichen sind eindeutig - [Root.GetTitledFirstName] hat [Root.Religion.GetCrusadeName] gegen [New.GetTitledName] und die Gefolgsleute von [New.Religion.GetRandomGodName] in [From.GetFullBaseName] ausgerufen! Alle freien [Root.Religion.GetName] Männer werden aufgefordert, bei der Eroberung ihrer heiligen Stätten zu helfen!\n\n [Root.Religion.GetRandomGodNameCap] wird [New.Religion.GetRandomGodName] vernichten!;;Los presagios son claros, [Root.GetTitledFirstName] ha declarado [Root.Religion.GetCrusadeName] en [New.GetTitledName] y los seguidores de [New.Religion.GetRandomGodName] en el [From.GetFullBaseName]! Se recomienda a todos los hombres [Root.Religion.GetName] libres que ayuden a conquistar sus lugares santos!\n\n ¡[Root.Religion.GetRandomGodNameCap] derribará a [New.Religion.GetRandomGodName]!;;;;;;;;;x,,,,,,,,,,,,,
CRUSADE_DESC_IRO;His Holiness, §Y$POPE$§! has declared a $CRUSADE$ to reclaim all parts of the §Y$TITLE$§! held by §Y$ENEMY$§!.;Sa Sainteté, le §Y$POPE$§! a lancé une $CRUSADE$ pour réclamer tous les parts du §Y$TITLE$§! détenus par §Y$ENEMY$§!.;Seine Heiligkeit, §Y$POPE$§! hat einen $CRUSADE$  verkündet, um alle Teile des §Y$TITLE$§!, die §Y$ENEMY$§! Inne hat, zurückzufordern.;;Su santidad, §Y$POPE$§! ha declarado una $CRUSADE$ para reclamar todas las partes del §Y$TITLE$§! en poder de §Y$ENEMY$§!.;;;;;;;;;x,,,,,,,,
CRUSADE_DESC_DRO_1;Since the Crown of §Y$TITLE$§! is already held by a good [Religion.GetName] ruler - §Y[GetTitledFirstName]§! - all gains will be handed over to [GetObjectPronoun].;Puisque la Couronne de §Y$TITLE$§! est déjà détenue par un bon dirigeant [Root.Religion.GetName] - §Y[GetTitledFirstName]§! -, toutes les conquêtes [GetObjectPronoun] seront remises.;Da die Krone von §Y$TITLE$§! bereits von einem guten [Religion.GetName] Herrscher gehalten wird - §Y[GetTitledFirstName]§! - werden alle Erträge an [GetObjectPronoun] weitergereicht.;;Como la Corona de §Y$TITLE$§! ya está en manos de un buen gobernante [Religion.GetName]  - §Y[GetTitledFirstName]§! - Todas las ganancias serán entregadas a [GetObjectPronoun]. ;;;;;;;;;x
CRUSADE_DESC_DRO_2;Since the Crown of §Y$TITLE$§! is not held by a $RELIGION$ ruler, all gains will be handed over to the ruler who contributes the most to the $CRUSADE$, which is currently §Y$RULER$§!.;Puisque la Couronne de §Y$TITLE$§! n’est pas détenue par un bon dirigeant [Root.Religion.GetName] - §Y[GetTitledFirstName]§! -, toutes les conquêtes seront remises au dirigeant qui participe le plus à la $CRUSADE$, à savoir pour l'instant §Y$RULER$§!.;Da die Krone von §Y$TITLE$§! nicht von einem $RELIGION$ Herrscher gehalten wird, werden alle Erträge an den Herrscher übergeben, die sich am meisten an dem $CRUSADE$ beteiligt haben - hierbei handelt es sich derzeit um §Y$RULER$§!.;;Como la Corona de §Y$TITLE$§! no está en manos de un gobernante $RELIGION$, todas las ganancias serán entregadas al gobernante que aporta más a la $CRUSADE$, que es en la actualidad §Y$RULER$§!;;;;;;;;;x,,,,,,,
PARTICIPATION_SCORE;Contribution to the $CRUSADE$;Contribution à la $CRUSADE$;Beteiligung am $CRUSADE$;;Contribución para la $CRUSADE$ ;;;;;;;;;x,
CLICK_TO_OPEN_WAR_VIEW;§GClick to Open the War View§!;§GCliquez pour ouvrir la Vue des Guerres §!;§Gklicken, um die Kriegs-Ansicht zu öffnen§!;;§GHaz clic para la vista de guerra §!;;;;;;;;;x
EVTNAME620;Successful [From.Religion.GetCrusadeName] for [Root.GetBaseName]!;[From.Religion.GetCrusadeName] réussi pour [Root.GetBaseName]!;Erfolgreicher [From.Religion.GetCrusadeName] für [Root.GetBaseName]!;;Satisfactoria [From.Religion.GetCrusadeName] para [Root.GetBaseName]!;;;;;;;;;x,
EVTDESC620;[From.Religion.GetRandomGodNameCap] has granted [From.GetTitledName] victory in the [From.Religion.GetCrusadeName] for [Root.GetBaseName] against [New.GetTitledName]. [From.RelHead.GetTitledName] has called for a month of celebration!;;;;;;;;;;;;;x
EVTOPTA620;Praise [From.Religion.GetRandomGodName]!;Louons [From.Religion.GetRandomGodName] !;Gepriesen sei [From.Religion.GetRandomGodName]!;;¡Alabemos a [From.Religion.GetRandomGodName]!;;;;;;;;;x,
EVTOPTB620;Fools!;;;;;;;;;;;;;x
EVTNAME621;The [From.Religion.GetCrusadeName] for [Root.GetBaseName] Fails!;La [From.Religion.GetCrusadeName] pour [Root.GetBaseName] a échoué !;Der [From.Religion.GetCrusadeName] für [Root.GetBaseName] wurde abgeblasen!;;¡El [From.Religion.GetCrusadeName] para [Root.GetBaseName] ha hablado! ;;;;;;;;;x,
EVTDESC621;[From.Religion.GetRandomGodNameCap], it seems, does not favour the [From.Religion.GetGroupName] followers. After a string of defeats and setbacks, [From.GetTitledName] has called off the [From.Religion.GetCrusadeName] for [Root.GetBaseName] against [New.GetTitledName].;[From.Religion.GetRandomGodNameCap], semble-t-il, ne favorise pas ses fidèles [From.Religion.GetGroupName]. Après une série de défaites et de revers, [From.GetTitledName] a rappelé [From.Religion.GetCrusadeName] pour [Root.GetBaseName] contre [New.GetTitledName].;[From.Religion.GetRandomGodNameCap], es scheint den [From.Religion.GetGroupName] Gläubigen nicht zu Gute zu kommen. Nach einer Folge von Verlusten und Rückschlägen, hat [From.GetTitledName] den [From.Religion.GetCrusadeName] für [Root.GetBaseName] gegen [New.GetTitledName] abgeblasen.;;[From.Religion.GetRandomGodNameCap], al parecer, no favorece a los [From.Religion.GetGroupName] fieles. Después de una serie de derrotas y retrocesos, [From.GetTitledName] ha hecho un llamamiento de la [From.Religion.GetCrusadeName] para [Root.GetBaseName] contra el [New.GetTitledName]. ;;;;;;;;;x,,,,
EVTDESC69060;The lack of piety I have observed in one of the courtiers makes me worried. I wouldn't want to accuse anyone of being unfilial, but if my suspicions are correct then something needs to be done!;;;;;;;;;;;;;x
EVTOPTA69060;Confront the courtier about the lack of piety;Demandez-lui de s’expliquer sur son manque de piété.;Ihn wegen seiner mangelnden Pietät konfrontieren;;Interrógale acerca de su falta de devoción;;;;;;;;;x,
EVTTOOLTIP69061;[This.GetTitledFirstName] is confronted about [This.GetHerHis] seemingly lack of piety by [Root.GetTitledFirstName];[Root.GetTitledFirstName] a demandé à [This.GetTitledFirstName] de s’expliquer sur son apparent manque de piété.;[Root.GetTitledFirstName] konfrontiert [This.GetTitledFirstName] wegen [This.GetHerHis] vermeintlichem Mangel an Pietät;;[This.GetTitledFirstName] es interrogado por [Root.GetTitledFirstName] acerca de su aparente falta de devoción;;;;;;;;;x,
EVTOPTC69060;I could keep quiet, for a price...;Moyennant finance, je pourrais garder le silence...;Für einen gewissen Preis könnte ich mein Schweigen bewahren ...;;Guardaría silencio a cambio de dinero...;;;;;;;;;x,,,,,,,,,,,,,
EVTTOOLTIP69062;[This.GetTitledFirstName] is blackmailed by [Root.GetTitledFirstName];[This.GetTitledFirstName] fait l’objet d’un chantage de la part de [Root.GetTitledFirstName];[This.GetTitledFirstName] wird von [Root.GetTitledFirstName] erpresst;;[This.GetTitledFirstName] es chantajeado por [Root.GetTitledFirstName];;;;;;;;;x,
EVTDESC69061;Rites have never been one of my great strengths, I do believe in a filial piety but I have trouble accepting all the rituals and demands the teachers of the [Root.Religion.GetName] faith feel necessary. [From.GetTitledFirstName] confronted me about this, I hadn't even realized my lack of piety was so noticeable.;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTOPTA69061;I will prove my piety by good deeds;Moyennant de bonnes actions, je prouverai ma piété.;Ich werde meine Pietät durch gute Taten beweisen;;Demostraré mi devoción con buenas acciones;;;;;;;;;x
EVTOPTB69061;I shrug the question off. I feel no need to explain myself;Qu’importe ! Je ne vois pas pourquoi je devrais m’expliquer.;Ich nehme die Frage gelassen hin. Ich fühle keinen Bedarf, mich zu rechtfertigen;;Ignoro la pregunta. No tengo por qué dar explicaciones.;;;;;;;;;x
EVTDESC69062;All those rituals and demands the teachers of the [Root.Religion.GetName] School feel necessary to prove one's piety is pure nonsense. Despite my feelings about those unnecessary, empty gestures I have always been careful to not show my lack of piety, but perhaps not careful enough. If I don't pay [From.GetTitledFirstName] fifty gold [From.GetSheHe] will expose my lack of piety to everyone!;Toutes les exigences des représentants de l’église [Root.Religion.GetName] pour prouver sa piété n’ont pas de sens. En dépit du fait que je juge tout cela inutile, j’ai toujours eu l’impression de faire attention à ne pas afficher mon manque de piété, mais peut-être pas assez. À défaut de verser cinquante pièces d’or à [From.GetTitledFirstName], [From.GetSheHe] révélera à tout le monde mon manque de foi !;All diese Rituale und Forderungen, welche die Priester der [Root.Religion.GetName]-Kirche zum Beweis für die Pietät der Gläubigen für notwendig erachten, sind purer Blödsinn. Trotz meiner Gefühle über diese unnötigen, leeren Gesten habe ich mich stets bemüht, meinen Mangel an Pietät nicht zu zeigen. Vielleicht war ich dabei nicht vorsichtig genug. Wenn ich [From.GetTitledFirstName] nicht fünfzig Goldstücke zahle, wird [From.GetSheHe] meinen mangelnden Glauben publik machen!;;Todos esos rituales y exigencias que creen preceptivos los curas de la iglesia [Root.Religion.GetName] son absurdos. A pesar de lo que pienso de esas ceremonias sin sentido siempre he procurado no demostrar mi falta de devoción, pero parece que no lo he logrado. ¡Si no entrego a [From.GetTitledFirstName] cincuenta monedas, denunciará públicamente mi falta de devoción!;;;;;;;;;x,,,
EVTDESC3460;A scholar came to court today to talk about matters of morality, but it soon became clear he held rather unorthodox views. Being a zealous defender of the philisophy at all times, I believe I did the right thing when I gave the order to imprison the impudent pedant who dared criticise our understanding of the Way.;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTOPTA3460;I am right!;;;;;;;;;;;;;x
EVTDESC39010;The charismatic man has convinced me. The [Root.Location.Religion.GetName] creed is the true way!;;;;;;;;;;;;;x
EVTOPTA39010;I must spread the word!;Je dois répandre la bonne parole !;Ich muss die Kunde verbreiten!;;¡Debo predicar la palabra!;;;;;;;;;x,
EVTDESC39020;My faith is strong and I am itching to spread the good word to my friends...;Ma foi est solide et je brûle d’envie de répandre la bonne parole auprès de mes amis...;Mein Glaube ist stark, und ich brenne darauf, die frohe Kunde unter meinen Freunden zu verbreiten ...;;Mi fe es fuerte y me impulsa a dar la buena nueva a mis amigos...;;;;;;;;;x,,,,,,,,,,,,,
EVTOPTA39020;Attempt to convert a friend;Je tente de convertir un(e) ami(e).;Versuchen, einen Freund zu konvertieren;;Intenta convertir a un amigo;;;;;;;;;x
EVTTOOLTIP39021;Privately approach [This.GetTitledFirstName];Approchez [This.GetTitledFirstName] en privé.;Privat mit [This.GetTitledFirstName] sprechen;;Aborda en privado a [This.GetTitledFirstName];;;;;;;;;x,
EVTDESC39021;My [GetFromRelation], [From.GetTitledFirstName], is attempting to convert me to [From.GetPossPronoun] heresy.;Mon(Ma) [GetFromRelation], [From.GetTitledFirstName], essaie de me convertir à son hérésie.;Mein/e [GetFromRelation], [From.GetTitledFirstName], versucht, mich zur [From.GetPossPronoun]-Ketzerei zu bekehren.;;Mi [GetFromRelation], [From.GetTitledFirstName], intenta convertirme a su herejía.;;;;;;;;;x,,,,,,
EVTOPTA39021;Embrace the new way!;;;;;;;;;;;;;x
EVTOPTB39021;Demand that [From.GetSubjectPronoun] abandon [From.GetPossPronoun] vile heresy!;Demandez-lui d’abandonner son infâme hérésie !;Verlangen, dass [From.GetSubjectPronoun] [From.GetPossPronoun] abscheuliche Ketzerei aufgibt!;;¡Exígele que abandone su vil herejía!;;;;;;;;;x
